Probe Set ID,Gene Symbol
citE_b0616_at,citE /// ECs0655
citF_b0615_at,citF /// ECs0654
citG_b0613_at,citG /// citG
clpA_b0882_at,clpA /// clpA
clpB_b2592_at,clpB
clpP_b0437_at,clpP /// clpP
clpX_b0438_at,clpX /// clpX
cls_b1249_at,cls /// clsA
cmk_b0910_at,cmk
cmr_b0842_at,ECs0922 /// mdfA
cmtA_b2933_at,cmtA /// ECs3808
cmtB_b2934_at,cmtB /// cmtB
coaA_b3974_at,coaA /// ECs4901
cobB_b1120_at,cobB
cobS_b1992_at,cobS
cobT_b1991_at,cobT
cobU_b1993_at,cobU /// cobU
codA_b0337_at,codA /// ECs0390
codB_b0336_at,codB /// codB
cof_b0446_at,cof /// ECs0500
corA_b3816_at,corA
cpdB_b4213_at,cpdB /// cpdB
cpsB_b2049_at,cpsB
cpsG_b2048_at,cpsG
cpxA_b3911_at,cpxA /// cpxA
cpxR_b3912_at,cpxR /// ECs4838
crcA_b0622_at,pagP /// pagP
crcB_b0624_at,ccrB /// flc
creA_b4397_at,creA /// ECs5355
creB_b4398_at,creB
creC_b4399_at,creC
creD_b4400_at,creD /// ECs5358
crl_b0240_at,crl /// ECs0267
crp_b3357_at,crp /// ECs4208
crr_b2417_at,crr /// ECs3289
csgA_b1042_at,csgA
csgB_b1041_at,csgB /// ECs1419
csgC_b1043_at,csgC /// csgC
csgD_b1040_at,csgD /// ECs1417
csgE_b1039_at,csgE /// ECs1416
csgF_b1038_at,csgF /// ECs1415
csgG_b1037_at,csgG
csiE_b2535_at,csiE /// ECs3401
cspA_b3556_at,cspA /// ECs4441
cspB_b1557_at,cspB
cspC_b1823_at,cspC /// ECs2533
cspD_b0880_at,cspD /// ECs0966
cspE_b0623_at,cspE /// cspE
cspF_b1558_at,cspF
cspG_b0990_at,cspG /// ECs1145
cspH_b0989_at,cspH /// ECs1144
cspI_b1552_at,cspI
csrA_b2696_at,csrA /// ECs3553
cstA_b0598_at,cstA /// ECs0637
cstC_b1748_at,astC
cutA_b4137_at,cutA /// ECs5118
cutC_b1874_at,cutC /// ECs2584
cutF_b0192_at,ECs0194 /// nlpE
cvpA_b2313_at,cvpA
cyaA_b3806_at,cyaA
cyaY_b3807_at,cyaY
cybB_b1418_at,cybB /// ECs2023
cybC_b4236_at,cybC /// ECs5213
cycA_b4208_at,cycA /// ECs5186
cydA_b0733_at,cydA /// ECs0768
cydB_b0734_at,cydB /// ECs0769
cydC_b0886_at,cydC /// ECs0971
cydD_b0887_at,cydD /// ECs0972
cynR_b0338_at,cynR /// ECs0391
cynS_b0340_at,cynS
cynT_b0339_at,cynT /// ECs0392
cynX_b0341_at,cynX /// cynX
cyoA_b0432_at,cyoA /// ECs0486
cyoB_b0431_at,cyoB /// ECs0485
cyoC_b0430_at,cyoC /// ECs0484
cyoD_b0429_at,cyoD /// ECs0483
cyoE_b0428_at,cyoE /// ECs0482
cysA_b2422_at,cysA /// ECs3293
cysB_b1275_at,cysB /// cysB
cysC_b2750_at,cysC /// ECs3604
cysD_b2752_at,cysD
cysE_b3607_at,cysE
cysG_b3368_at,cysG
cysH_b2762_at,cysH
cysI_b2763_at,cysI /// ECs3618
cysJ_b2764_at,cysJ
cysK_b2414_at,cysK /// ECs3286
cysM_b2421_at,cysM
cysN_b2751_at,cysN
cysP_b2425_at,cysP
cysQ_b4214_at,cysQ
cysS_b0526_at,cysS
cysT_b1910_at,cysT
cysU_b2424_at,cysU
cysW_b2423_at,cysW
cysZ_b2413_at,cysZ /// ECs3285
cytR_b3934_at,cytR /// ECs4861
dacA_b0632_at,dacA /// ECs0670
dacB_b3182_at,dacB /// ECs4061
dacC_b0839_at,dacC /// ECs0919
dacD_b2010_at,dacD /// dacD
dadA_b1189_at,dadA /// ECs1684
dadX_b1190_at,dadX
damX_b3388_at,damX /// ECs4230
dam_b3387_at,dam /// ECs4229
dapA_b2478_at,dapA
dapB_b0031_at,dapB
dapD_b0166_at,dapD /// dapD
dapE_b2472_at,dapE /// ECs3334
dapF_b3809_at,dapF
dbpA_b1343_at,dbpA /// ECs1927
dcd_b2065_at,dcd /// dcd
dcm_b1961_at,dcm /// ECs2699
dcp_b1538_at,dcp /// ECs2147
dctA_b3528_at,dctA /// ECs4408
dcuA_b4138_at,dcuA /// ECs5119
dcuB_b4123_at,dcuB /// ECs5105
dcuC_b0621_at,dcuC /// dcuC
ddg_b2378_at,ECs3258 /// lpxP
ddlA_b0381_at,ddlA
ddlB_b0092_at,ddl /// ddlB
deaD_b3162_at,deaD
dedA_b2317_at,dedA /// ECs3201
dedD_b2314_at,dedD /// ECs3198
def_b3287_at,def
degQ_b3234_at,degQ /// ECs4107
degS_b3235_at,degS /// ECs4108
deoA_b4382_at,deoA
deoB_b4383_at,deoB /// ECs5342
deoC_b4381_at,deoC /// ECs5340
deoD_b4384_at,deoD
deoR_b0840_at,deoR /// ECs0920
dfp_b3639_at,dfp /// ECs4514
dgkA_b4042_at,dgkA /// ECs5025
dgoA_b3692_at,dgoD
dgoK_b3693_at,dgoK
dgoT_b3691_at,dgoT
dgt_b0160_at,dgt /// dgt
dicA_b1570_at,dicA
dicB_b1575_at,dicB
dicC_b1569_at,dicC
dicF_b1574_at,dicF /// dicF3
dinD_b3645_at,dinD /// dinD
dinF_b4044_at,dinF
dinG_b0799_at,dinG
dinI_b1061_at,dinI /// ECs1439
dinJ_b0226_at,dinJ /// ECs0253
dinP_b0231_at,dinB /// ECs0258
div_b2321_at,flk /// flk
dksA_b0145_at,dksA /// dksA
dld_b2133_at,dld
dmsA_b0894_at,dmsA /// ECs0979
dmsB_b0895_at,dmsB /// ECs0980
dmsC_b0896_at,dmsC
dnaA_b3702_at,dnaA
dnaB_b4052_at,dnaB /// ECs5034
dnaC_b4361_at,dnaC /// ECs5321
dnaE_b0184_at,dnaE /// dnaE
dnaG_b3066_at,dnaG
dnaJ_b0015_at,dnaJ /// ECs0015
dnaK_b0014_at,dnaK /// dnaK
dnaN_b3701_at,dnaN
dnaQ_b0215_at,dnaQ
dnaT_b4362_at,dnaT /// ECs5322
dnaX_b0470_at,dnaX /// ECs0523
dniR_b0211_at,mltD /// mltD
dppA_b3544_at,dppA /// ECs4424
dppB_b3543_at,dppB
dppC_b3542_at,dppC /// ECs4422
dppD_b3541_at,dppD
dppF_b3540_at,dppF
dps_b0812_at,dps /// ECs0890
dsbA_b3860_at,dsbA /// ECs4783
dsbB_b1185_at,dsbB /// ECs1680
dsbC_b2893_at,dsbC /// ECs3765
dsbD_b4136_at,dipZ /// dsbD
dsbE_b2195_at,dsbE /// ECs3084
dsbG_b0604_at,dsbG /// dsbG
dsdA_b2366_at,dsdA /// ECs3245
dsdC_b2364_at,dsdC
dsdX_b2365_at,dsdX
dsrA_b1954_at,dsrA /// dsrA
dsrB_b1952_at,dsrB /// ECs2691
dut_b3640_at,dut /// dut
dxs_b0420_at,dxs /// ECs0474
eaeH_b0297_at,eaeH /// ECs0336
ebgA_b3076_at,ebgA
ebgC_b3077_at,ebgC /// ebgC
ebgR_b3075_at,ebgR /// ECs3957
eco_b2209_at,eco /// ECs3098
ecpD_b0140_at,yadV
eda_b1850_at,ECs2560 /// eda
edd_b1851_at,ECs2561 /// edd
efp_b4147_at,ECs5128 /// efp
elaA_b2267_at,elaA
elaB_b2266_at,ECs3154 /// elaB
elaC_b2268_at,ECs3156 /// rbn
elaD_b2269_at,elaD
emrA_b2685_at,ECs3547 /// emrA
emrB_b2686_at,ECs3548 /// emrB
emrD_b3673_at,emrD /// emrD
emrE_b0543_at,emrE
emrK_b2368_at,emrK
emrR_b2684_at,ECs3546 /// mprA
emrY_b2367_at,ECs3246 /// emrY
endA_b2945_at,ECs3821 /// endA
eno_b2779_at,eno /// eno
entA_b0596_at,ECs0635 /// entA
entB_b0595_at,ECs0634 /// entB
entC_b0593_at,ECs0632 /// entC
entD_b0583_at,entD
entE_b0594_at,entE /// entE
entF_b0586_at,entF
envR_b3264_at,acrS /// ECs4136
envY_b0566_at,ECs0598 /// envY
envZ_b3404_at,envZ
epd_b2927_at,ECs3798 /// epd
era_b2566_at,era /// era
erfK_b1990_at,ldtA
eutB_b2441_at,ECs3312 /// eutB
eutC_b2440_at,ECs3311 /// eutC
eutE_b2455_at,ECs3317 /// eutE
eutG_b2453_at,eutG
eutH_b2452_at,ECs3314 /// eutH
eutI_b2458_at,eutD /// eutD
eutJ_b2454_at,ECs3316 /// eutJ
evgA_b2369_at,ECs3248 /// evgA
evgS_b2370_at,evgS
exbB_b3006_at,ECs3890 /// exbB
exbD_b3005_at,ECs3889 /// exbD
exo_b2798_at,xni /// ygdG
exuR_b3094_at,exuR
exuT_b3093_at,ECs3975 /// exuT
fabA_b0954_at,ECs1038 /// fabA
fabB_b2323_at,ECs3207 /// fabB
fabD_b1092_at,ECs1470 /// fabD
fabF_b1095_at,ECs1473 /// fabF
fabG_b1093_at,fabG /// fabG
fabH_b1091_at,ECs1469 /// fabH
fabI_b1288_at,ECs1861 /// fabI
fabZ_b0180_at,fabZ /// fabZ
fadA_b3845_at,fadA /// fadA
fadB_b3846_at,fadB
fadD_b1805_at,ECs2514 /// fadD
fadL_b2344_at,ECs3227 /// fadL
fadR_b1187_at,ECs1682 /// fadR
farR_b0730_at,mngR
fba_b2925_at,ECs3796 /// fbaA
fbp_b4232_at,ECs5209 /// fbp
fdhD_b3895_at,ECs4821 /// fdhD
fdhE_b3891_at,ECs4817 /// fdhE
fdhF_b4079_at,ECs5061 /// fdhF
fdnG_b1474_at,ECs2078 /// fdnG
fdnH_b1475_at,ECs2079 /// fdnH
fdnI_b1476_at,ECs2080 /// fdnI
fdoG_b3894_at,ECs4820 /// fdoG
fdoH_b3893_at,ECs4819 /// fdoH
fdoI_b3892_at,ECs4818 /// fdoI
fdrA_b0518_at,ECs0580 /// fdrA
fdx_b2525_at,fdx
feaB_b1385_at,feaB
feaR_b1384_at,feaR
fecA_b4291_at,fecA
fecB_b4290_at,fecB
fecC_b4289_at,fecC
fecD_b4288_at,fecD
fecE_b4287_at,fecE
fecI_b4293_at,fecI
fecR_b4292_at,fecR
feoA_b3408_at,feoA /// feoA
feoB_b3409_at,feoB /// feoB
fepA_b0584_at,ECs0623 /// fepA
fepB_b0592_at,ECs0631 /// fepB
fepC_b0588_at,fepC
fepD_b0590_at,ECs0629 /// fepD
fepE_b0587_at,ECs0626 /// fepE
fepG_b0589_at,ECs0628 /// fepG
fes_b0585_at,ECs0624 /// fes
ffh_b2610_at,ECs3473 /// ffh
ffs_b0455_at,ffs /// ffs
fhiA_b0229_at,lfhA
fhlA_b2731_at,fhlA
fhuA_b0150_at,ECs0154 /// fhuA
fhuB_b0153_at,fhuB
fhuC_b0151_at,ECs0155 /// fhuC
fhuD_b0152_at,ECs0156 /// fhuD
fhuE_b1102_at,ECs1480 /// fhuE
fhuF_b4367_at,fhuF
fic_b3361_at,ECs4212 /// fic
fimA_b4314_at,fimA
fimB_b4312_at,ECs5271 /// fimB
fimC_b4316_at,ECs5275 /// fimC
fimD_b4317_at,ECs5276 /// fimD
fimE_b4313_at,fimE
fimF_b4318_at,ECs5277 /// fimF
fimG_b4319_at,ECs5278 /// fimG
fimH_b4320_at,ECs5279 /// fimH
fimI_b4315_at,ECs5274 /// fimI
fimZ_b0535_at,ECs0597 /// sfmZ
fis_b3261_at,fis /// fis
fixA_b0041_at,ECs0044 /// fixA
fixB_b0042_at,fixB /// fixB
fixC_b0043_at,fixC
fixX_b0044_at,ECs0047 /// fixX
fklB_b4207_at,ECs5185 /// fklB
fkpA_b3347_at,ECs4198 /// fkpA
fldA_b0684_at,ECs0715 /// fldA
fldB_b2895_at,ECs3767 /// fldB
flgA_b1072_at,flgA
flgB_b1073_at,flgB /// flgB
flgC_b1074_at,flgC /// flgC
flgD_b1075_at,flgD /// flgD
flgE_b1076_at,flgE /// flgE
flgF_b1077_at,flgF /// flgF
flgG_b1078_at,flgG /// flgG
flgH_b1079_at,flgH /// flgH
flgI_b1080_at,flgI
flgJ_b1081_at,flgJ
flgK_b1082_at,flgK /// flgK
flgL_b1083_at,flgL /// flgL
flgM_b1071_at,ECs1449 /// flgM
flgN_b1070_at,ECs1448 /// flgN
flhA_b1879_at,flhA
flhB_b1880_at,flhB /// flhB
flhC_b1891_at,ECs2601 /// flhC
flhD_b1892_at,ECs2602 /// flhD
flhE_b1878_at,flhE
fliA_b1922_at,fliA /// fliA
fliC_b1923_at,fliC
fliD_b1924_at,fliD /// fliD
fliE_b1937_at,fliE /// fliE
fliF_b1938_at,fliF /// fliF
fliG_b1939_at,fliG /// fliG
fliH_b1940_at,fliH /// fliH
fliI_b1941_at,fliI
fliJ_b1942_at,fliJ /// fliJ
fliK_b1943_at,ECs2682 /// fliK
fliL_b1944_at,fliL /// fliL
fliM_b1945_at,fliM /// fliM
fliN_b1946_at,fliN /// fliN
fliO_b1947_at,ECs2686 /// fliO
fliP_b1948_at,fliP /// fliP
fliQ_b1949_at,fliQ /// fliQ
fliR_b1950_at,fliR /// fliR
fliS_b1925_at,fliS /// fliS
fliT_b1926_at,ECs2665 /// fliT
fliY_b1920_at,ECs2659 /// fliY
fliZ_b1921_at,ECs2660 /// fliZ
flu_b2000_at,flu
flxA_b1566_at,flxA
fmt_b3288_at,fmt /// fmt
fnr_b1334_at,ECs1915 /// fnr
focA_b0904_at,focA
focB_b2492_at,focB /// focB
folA_b0048_at,folA
folC_b2315_at,ECs3199 /// folC
folD_b0529_at,folD
folE_b2153_at,folE
folK_b0142_at,folK
folP_b3177_at,folP /// folP
folX_b2303_at,folX /// folX
FPLMCG_Protein-A_w_at,---
FPLMCG_Protein-B_w_at,---
FPLMCG_Protein-C_c_at,---
FPLMCG_Protein-D_w_at,---
FPLMCG_Protein-E_w_at,---
FPLMCG_Protein-G_w_at,---
FPLMCG_Protein-H_w_at,---
FPLTRAID_traD_at,---
FPLTRAID_traI_at,---
FPLTRAID_trbH_at,---
fpr_b3924_at,ECs4849 /// fpr
frdA_b4154_at,ECs5135 /// frdA
frdB_b4153_at,ECs5134 /// frdB
frdC_b4152_at,ECs5133 /// frdC
frdD_b4151_at,ECs5132 /// frdD
frr_b0172_at,frr
fruA_b2167_at,fruA
fruB_b2169_at,ECs3061 /// fruB
fruK_b2168_at,fruK /// fruK
fruL_b0079_at,---
fruR_b0080_at,cra /// ECs0084
frvA_b3900_at,frvA
frvB_b3899_at,ECs4825 /// frvB
frvR_b3897_at,ECs4823 /// frvR
frvX_b3898_at,frvX
frwB_b3950_at,frwB
frwC_b3949_at,frwC
frwD_b3953_at,ECs4882 /// frwD
fsr_b0479_at,ECs0532 /// fsr
ftn_b1905_at,ECs2613 /// ftnA
ftsA_b0094_at,ftsA /// ftsA
ftsE_b3463_at,ECs4312 /// ftsE
ftsI_b0084_at,ftsI /// ftsI
ftsJ_b3179_at,rlmE /// rrmJ
ftsK_b0890_at,ECs0975 /// ftsK
ftsL_b0083_at,ftsL /// ftsL
ftsN_b3933_at,ECs4860 /// ftsN
ftsQ_b0093_at,ECs0097 /// ftsQ
ftsW_b0089_at,ECs0093 /// ftsW
ftsX_b3462_at,ftsX
ftsY_b3464_at,ECs4313 /// ftsY
ftsZ_b0095_at,ECs0099 /// ftsZ
fucA_b2800_at,ECs3660 /// fucA
fucI_b2802_at,fucI
fucK_b2803_at,ECs3663 /// fucK
fucO_b2799_at,ECs3659 /// fucO
fucP_b2801_at,ECs3661 /// fucP
fucR_b2805_at,ECs3665 /// fucR
fucU_b2804_at,ECs3664 /// fucU
fumA_b1612_at,ECs2318 /// fumA
fumB_b4122_at,ECs5104 /// fumB
fumC_b1611_at,fumC /// fumC
fur_b0683_at,fur /// fur
fusA_b3340_at,ECs4191 /// fusA
gabD_b2661_at,gabD
gabP_b2663_at,gabP
gabT_b2662_at,gabT
gadA_b3517_at,ECs4397 /// gadA
gadB_b1493_at,ECs2098 /// gadB
galE_b0759_at,ECs0787 /// galE
galF_b2042_at,wcaN
galK_b0757_at,ECs0785 /// galK
galM_b0756_at,galM /// galM
galP_b2943_at,galP
galR_b2837_at,ECs3694 /// galR
galS_b2151_at,ECs3043 /// galS
galT_b0758_at,galT
galU_b1236_at,ECs1738 /// galU
gapA_b1779_at,ECs2488 /// gapA
gapC_1_b1417_at,ECs2022 /// gapC
gapC_2_b1416_at,ECs2022 /// gapC
gatA_b2094_at,ECs2897 /// gatA
gatB_b2093_at,gatB
gatC_b2092_at,gatC
gatD_b2091_at,ECs2894 /// gatD
gatR_1_b2087_at,gatR
gatR_2_b2090_f_at,ECs2893 /// gatR
gatY_b2096_at,gatY /// gatY
gatZ_b2095_at,ECs2898 /// gatZ
gcd_b0124_at,ECs0128 /// gcd
gcl_b0507_at,gcl
gcpE_b2515_at,ispG /// ispG
gcvA_b2808_at,gcvA
gcvH_b2904_at,ECs3775 /// gcvH
gcvP_b2903_at,ECs3774 /// gcvP
gcvR_b2479_at,gcvR /// gcvR
gcvT_b2905_at,gcvT
gdhA_b1761_at,ECs2467 /// gdhA
gef_b0018_at,ECs0016 /// mokC
ggt_b3447_at,ggt
gidA_b3741_at,ECs4683 /// mnmG
gidB_b3740_at,gidB /// rsmG
gip_b0508_at,ECs0569 /// hyi
glcB_b2976_at,glcB
glcC_b2980_at,glcC
glcD_b2979_at,glcD
glcF_b2978_at,glcF
glcG_b2977_at,glcG
gldA_b3945_at,gldA
glf_b2036_at,glf
glgA_b3429_at,glgA
glgB_b3432_at,ECs4277 /// glgB
glgC_b3430_at,glgC
glgP_b3428_at,ECs4273 /// glgP
glgS_b3049_at,ECs3931 /// glgS
glgX_b3431_at,ECs4276 /// glgX
glk_b2388_at,glk
glmS_b3729_at,glmS
glmU_b3730_at,glmU /// glmU
glnA_b3870_at,glnA
glnB_b2553_at,ECs3419 /// glnB
glnD_b0167_at,glnD
glnE_b3053_at,ECs3936 /// glnE
glnG_b3868_at,glnG
glnH_b0811_at,glnH /// glnH
glnK_b0450_at,ECs0504 /// glnK
glnL_b3869_at,glnL /// glnL
glnP_b0810_at,glnP /// glnP
glnQ_b0809_at,glnQ /// glnQ
glnS_b0680_at,ECs0710 /// glnS
glnV_b0665_s_at,glnV /// glnX
glnW_b0668_s_at,glnU /// glnW
glnX_b0664_s_at,glnV /// glnX
gloA_b1651_at,ECs2360 /// gloA
gloB_b0212_at,ECs0208 /// gloB
glpA_b2241_at,glpA /// glpA
glpB_b2242_at,ECs3127 /// glpB
glpC_b2243_at,glpC /// glpC
glpD_b3426_at,glpD
glpE_b3425_at,glpE /// glpE
glpF_b3927_at,ECs4852 /// glpF
glpG_b3424_at,ECs4267 /// glpG
glpK_b3926_at,glpK
glpQ_b2239_at,glpQ /// glpQ
glpR_b3423_at,ECs4266 /// glpR
glpT_b2240_at,glpT
glpX_b3925_at,glpX
gltA_b0720_at,gltA
gltB_b3212_at,gltB
gltD_b3213_at,gltD
gltF_b3214_at,gltF
gltJ_b0654_at,gltJ
gltK_b0653_at,ECs0692 /// gltK
gltL_b0652_at,gltL
gltP_b4077_at,gltP
gltS_b3653_at,ECs4529 /// gltS
gltT_b3969_s_at,---
gltU_b3757_s_at,gltT /// gltU /// gltV /// gltW
gltV_b4008_s_at,gltT /// gltU /// gltV /// gltW
gltW_b2590_s_at,gltT /// gltU /// gltV /// gltW
gltX_b2400_at,gltX
glvB_b3682_at,ECs4623
glvC_b3683_at,ECs4623 /// glvC
glvG_b3681_at,ECs4622
glyA_b2551_at,glyA
glyQ_b3560_at,glyQ /// glyQ
glyS_b3559_at,glyS
glyT_b3978_at,glyT
glyU_b2864_at,glyU
glyV_b4163_s_at,glyV /// glyW /// glyX /// glyY
glyW_b1911_s_at,glyV /// glyW /// glyX /// glyY
glyX_b4164_s_at,---
glyY_b4165_s_at,---
gmd_b2053_at,ECs2858 /// gmd
gmhA_b0222_at,gmhA
gmk_b3648_at,gmk
gnd_b2029_at,ECs2830 /// gnd
gntK_b3437_at,gntK /// gntK
gntP_b4321_at,ECs5280 /// gntP
gntR_b3438_at,ECs4287 /// gntR
gntT_b3415_at,ECs4257 /// gntT
gntU_1_b3436_at,ECs4285 /// gntU
gntU_2_b3435_at,ECs4285 /// gntU
goaG_b1302_at,puuE
gor_b3500_at,ECs4372 /// gor
gph_b3385_at,ECs4227 /// gph
gpmA_b0755_at,gpmA
gpmB_b4395_at,ECs5353 /// ytjC
gppA_b3779_at,ECs4712 /// gpp
gpsA_b3608_at,gpsA
gpt_b0238_at,ECs0265 /// gpt
greA_b3181_at,greA /// greA
greB_b3406_at,greB /// greB
grpE_b2614_at,ECs3476 /// grpE
grxA_b0849_at,grxA /// grxA
grxB_b1064_at,ECs1442 /// grxB
grxC_b3610_at,ECs4488 /// grxC
gshA_b2688_at,ECs3550 /// gshA
gshB_b2947_at,ECs3823 /// gshB
gsk_b0477_at,ECs0530 /// gsk
gsp_b2988_at,ECs3873 /// gss
gst_b1635_at,ECs2344 /// gstA
guaA_b2507_at,guaA /// guaA
guaB_b2508_at,ECs3370 /// guaB
guaC_b0104_at,ECs0108 /// guaC
gutM_b2706_at,ECs3562 /// srlM
gutQ_b2708_at,gutQ /// srlQ
gyrA_b2231_at,ECs3114 /// gyrA
gyrB_b3699_at,gyrB /// gyrB
hcaA1_b2538_at,ECs3404 /// hcaE
hcaA2_b2539_at,hcaF
hcaB_b2541_at,hcaB
hcaC_b2540_at,ECs3406 /// hcaC
hcaD_b2542_f_at,ECs3408 /// hcaD
hcaR_b2537_at,ECs3403 /// hcaR
hcaT_b2536_at,ECs3402 /// hcaT
hdeA_b3510_at,ECs4390 /// hdeA
hdeB_b3509_at,hdeB
hdeD_b3511_at,ECs4391 /// hdeD
hdhA_b1619_at,ECs2327 /// hdhA
helD_b0962_at,helD
hemA_b1210_at,hemA /// hemA
hemB_b0369_at,ECs0423 /// hemB
hemC_b3805_at,hemC /// hemC
hemD_b3804_at,hemD /// hemD
hemE_b3997_at,hemE
hemF_b2436_at,hemF
hemG_b3850_at,hemG /// hemG
hemH_b0475_at,hemH
hemK_b1212_at,ECs1717 /// prmC
hemL_b0154_at,ECs0158 /// hemL
hemM_b1209_at,lolB /// lolB
hemN_b3867_at,ECs4789 /// hemN
hemX_b3803_at,ECs4733 /// hemX
hemY_b3802_at,ECs4732 /// hemY
hepA_b0059_at,ECs0063 /// rapA
hflB_b3178_at,ftsH /// hflB
hflC_b4175_at,ECs5151 /// hflC
hflK_b4174_at,ECs5150 /// hflK
hflX_b4173_at,ECs5149 /// hflX
hfq_b4172_at,hfq /// hfq
hha_b0460_at,ECs0513 /// hha
himA_b1712_at,ihfA /// ihfA
himD_b0912_at,ihfB /// ihfB
hipA_b1507_at,ECs2115 /// hipA
hipB_b1508_at,hipB
hisA_b2024_at,hisA
hisB_b2022_at,hisB
hisC_b2021_at,hisC
hisD_b2020_at,hisD
hisF_b2025_at,ECs2826 /// hisF
hisG_b2019_at,hisG
hisH_b2023_at,hisH
hisI_b2026_at,hisI
hisJ_b2309_at,ECs3193 /// hisJ
hisL_b2018_at,hisL
hisM_b2307_at,ECs3191 /// hisM
hisP_b2306_at,hisP
hisQ_b2308_at,ECs3192 /// hisQ
hisR_b3797_at,hisR
hisS_b2514_at,hisS /// hisS
hlpA_b0178_at,ECs0180 /// skp
hlyE_b1182_at,hlyE
hmpA_b2552_at,ECs3418 /// hmp
hnr_b1235_at,ECs1737 /// rssB
hns_b1237_at,ECs1739 /// hns
hofB_b0107_at,hofB
hofC_b0106_at,hofC
hofD_b3335_at,gspO
hofF_b3327_at,gspF
hofG_b3328_at,gspG
hofH_b3329_at,gspH
hofQ_b3391_at,hofQ /// hofQ
holA_b0640_at,holA /// holA
holB_b1099_at,ECs1477 /// holB
holC_b4259_at,ECs5236 /// holC
holD_b4372_at,ECs5330 /// holD
holE_b1842_at,ECs2552 /// holE
hpt_b0125_at,ECs0129 /// hpt
hrpA_b1413_at,ECs2015 /// hrpA
hrpB_b0148_at,hrpB
hrsA_b0731_at,mngA
hscA_b2526_at,hscA /// hscA
hsdM_b4349_at,hsdM
hsdR_b4350_at,hsdR
hsdS_b4348_f_at,hsdS
hslJ_b1379_at,ECs2001 /// hslJ
hslU_b3931_at,hslU /// hslU
hslV_b3932_at,ECs4859 /// hslV
htgA_b0012_at,---
htpG_b0473_at,ECs0526 /// htpG
htpX_b1829_at,ECs2539 /// htpX
htrA_b0161_at,degP /// ECs0165
htrB_b1054_at,ECs1432 /// lpxL
htrC_b3989_at,ECs4912 /// yjaZ
htrE_b0139_at,htrE
htrL_b3618_at,ECs4496 /// yibB
hupA_b4000_at,ECs4923 /// hupA
hupB_b0440_at,ECs0494 /// hupB
hyaA_b0972_at,ECs1128 /// hyaA
hyaB_b0973_at,ECs1129 /// hyaB
hyaC_b0974_at,ECs1130 /// hyaC
hyaD_b0975_at,hyaD
hyaE_b0976_at,hyaE
hyaF_b0977_at,ECs1133 /// hyaF
hybA_b2996_at,ECs3881 /// hybA
hybB_b2995_at,ECs3880 /// hybB
hybC_b2994_at,hybC
hybD_b2993_at,hybD /// hybD
hybE_b2992_at,ECs3877 /// hybE
hybF_b2991_at,hybF /// hypA
hybG_b2990_at,ECs3875 /// hybG
hycA_b2725_at,ECs3581 /// hycA
hycB_b2724_at,ECs3580 /// hycB
hycC_b2723_at,hycC
hycD_b2722_at,hycD
hycE_b2721_at,hycE
hycF_b2720_at,ECs3576 /// hycF
hycG_b2719_at,hycG
hycH_b2718_at,ECs3574 /// hycH
hycI_b2717_at,hycI
hydG_b4004_at,zraR
hydH_b4003_at,zraS
hydN_b2713_at,ECs3569 /// hydN
hyfA_b2481_at,ECs3343 /// hyfA
hyfB_b2482_at,ECs3344 /// hyfB
hyfC_b2483_at,ECs3345 /// hyfC
hyfD_b2484_at,ECs3346 /// hyfD
hyfE_b2485_at,hyfE /// hyfE
hyfF_b2486_at,ECs3348 /// hyfF
hyfG_b2487_at,ECs3349 /// hyfG
hyfH_b2488_at,ECs3350 /// hyfH
hyfI_b2489_at,ECs3351 /// hyfI
hyfR_b2491_at,ECs3353 /// hyfR
hypA_b2726_at,hypA /// hypA
hypB_b2727_at,ECs3583 /// hypB
hypC_b2728_at,ECs3584 /// hypC
hypD_b2729_at,ECs3585 /// hypD
hypE_b2730_at,ECs3586 /// hypE
hypF_b2712_at,ECs3568 /// hypF
iadA_b4328_at,ECs5286 /// iadA
iap_b2753_at,iap
ibpA_b3687_at,ECs4627 /// ibpA
ibpB_b3686_at,ECs4626 /// ibpB
icc_b3032_at,cpdA
icdA_b1136_at,icd
iciA_b2916_at,argP /// ECs3786
iclR_b4018_at,ECs4936 /// iclR
idnD_b4267_at,idnD
idnK_b4268_at,idnK
idnO_b4266_at,idnO
idnR_b4264_at,idnR
idnT_b4265_at,idnT
IG_1000_1607098_1607252_rev_at,---
IG_1001_1608705_1608930_rev_at,---
IG_1002_1609879_1609989_rev_at,---
IG_1003_1611276_1611338_rev_at,---
IG_1004_1612752_1616266_rev_at,---
IG_1005_1613710_1613786_fwd_at,---
IG_1006_1614903_1615051_fwd_at,---
IG_1007_1616243_1617200_fwd_at,---
IG_1008_1616933_1618261_rev_at,---
IG_1009_1617982_1618012_fwd_at,---
IG_100_176955_179236_fwd_at,---
IG_1010_1618232_1619355_fwd_at,---
IG_1011_1619063_1620983_rev_at,---
IG_1012_1620544_1622796_fwd_at,---
IG_1013_1621875_1622128_rev_at,---
IG_1014_1622522_1623358_rev_at,---
IG_1015_1623316_1625540_fwd_at,---
IG_1016_1625405_1627476_rev_at,---
IG_1017_1626288_1626375_fwd_at,---
IG_1018_1627063_1627238_fwd_at,---
IG_1019_1627443_1631062_fwd_at,---
IG_101_177625_177661_rev_at,---
IG_1020_1628938_1629025_rev_at,---
IG_1021_1630310_1632333_rev_f_at,---
